Tweet ID,Text,Final Decision,Assigned To,Label_Lior,Reasons_Lior,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אוריכהן,Reasons_אוריכהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_כיתה,Reasons_כיתה,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה,Eli
lmgythfh8,"""Ibn al Qayyim gives pointers on how to achieve patience in times of tests and trials... v2 (revised),",Irrelevant,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,
1wiaj2re3,"""Iran is not an ""Islamic Republic""
Iran is not ruled by ""Muslims""
Iran's rule has nothing to do with ""Islam"",",Irrelevant,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Salafi jihadi,ח. אחר,,,,,,,,,,,,,
x0hok3l7w,"""Surely those who disbelieve and die as disbelievers are cursed by Allah, the angels, and all of mankind.""

-Quran 2:161,",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,,,,
e5lxdmmbk,""" [Playlist New Track] Raman Reminders 1447 | 2026.

 Ahlul-adth: Closest to Guidance and Furthest from Opinions - Sh Abu Khadeejah Abdul Wid.

 @MasjidSalafi | @AbuKhadeejahSP,",Salafi taklidi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,
0kg4spo1q,"""Exclusive -- We obtained leaked high-level Israeli government documents.

They reveal how the Israeli government waged a ten-year lobbying campaign in Britain to protect its officials from war crimes arrests,75.0",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,
b7aa5mnou,"""Jordan was solely created as a geopolitical buffer to protect Israel at the expense of Muslim casualties instead of Jewish."",",Irrelevant,אריאל כהן;אילון כהן,,,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,,,,,,,,,,
uten8l63i,"""""BREAKING: 'Violent disorder' at Iran's London embassy leaves four police officers in hospital - as 14 arrested

 Read more 

""
--------------

Someone must study this Iranian savagery and extremism among monarchist Pahlavists here in the West. Could be rooted in Iranian culture of azadari (pagan self-flagellation/excessive mourning), with which their parents and grandparents were raised and which undoubtedly had an effect on them.,37.0",Irrelevant,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Salafi taklidi,,,,
somjkgzeg,"""The police stole a camera and a phone case during my last arrest.

I had just set up my studio and appeared on one show (@UnityNewsNet) two days before. It's as if they know when I'm back on my feet and ready to share my story with the world. They don't want the public to know the truth.

The phone case is for the phone they stole during my second arrest, along with my mum's phone.

They did all of this without allowing us to watch or film them. We were blocked by two officers in the lounge downstairs while the others rummaged through our rooms upstairs.

This is what Britain is doing to its citizens for 'israel'. Never mind that we are Palestinians and 'israel' is murdering our families and friends.

Four arrests. Zero charges. Draconian bail conditions. Pure harassment and terrorism by the London Met Police under the direct orders of the 'israeli' jewish lobby."",87.0",Irrelevant,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,
6ygeg4100,"None Can Originate or Repeat Creation Except Allah |ClickDEEN360  via @YouTube,",Salafi taklidi,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Salafi taklidi,,,,,,,,,,,,,,
03iij6mc9,"""1 hour long discussion of the Muhaddith, Al Albani, criticizing the Saudi Arabian government for inviting American troops into Saudi to ward off Saddam Hussain. 

[English translation],",Salafi taklidi,אילון כהן;זיו חסון,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,Salafi taklidi,,,,,,,,,,
0u9dl9fxb,"The Prophet  said:

    
""The duny is the prison of the believer and paradise of the disbeliever."" [a Muslim, #2956],92.0",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Irrelevant,,,,
1a9q0w4wy,"""@abuhamzahmalizi Sunnis iraqis killed more American soldiers than all of the axis of resistance"",",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi jihadi,ח. אחר,,,,,,,Irrelevant,,,,,,
v06rkzgbd,"""Listen to what Muslims say in their prayers in English. Islam is unique.,",Irrelevant,אריאל כהן;אילון כהן,,,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,,,,,,,,,,
g1o0bhak7,"""In the past 19 days, we have witnessed 149 people embrace Islam.

March 4: 4
March 5: 4
March 6: 5
March 7: 8

Allahu Akbar.

May Allah keep them firm upon the truth.,",Irrelevant,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,
vlo1inyg0,"Shirk Destroys All Good Deeds |ClickDEEN360  via @YouTube,",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,
mjdkvgjut,"""Know your enemy well.

After 9/11, under the strategic guidance of Abu Musab al-Suri, Al-Qaeda shifted from a hierarchical structure to a decentralized model. This change ensured the organizations survival and the global spread of its ideology through independent local groups.,",Irrelevant,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Irrelevant,,,,,,,,,,,,,,
8cwwcverk,"""What is the Nisb of cash money today? How much Zakt do you pay?

Question: How much is a gram of silver today?

Answer: 2.03

Question: What is the Nisb for silver upon which Zakt is paid?

Answer: 595 grams (or above)

Question: What is the Nisb for paper money or money saved in banks?

Answer: Same as the Nisb of silver  i.e., 595 grams (silver).

Question: So, what does that come to today?

Answer: 
It is 595 grams x 2.03 = 1,207.85 GBP
(Which is $1,620.03 USD and 1,394.53 EUR)

If you have this amount or aboveand you've had it for a yearyou must pay Zakt upon it.

Conclusion: If you have this amount of cash [or more] in your possession for a year, you are obligated to pay 2.5% on all of it  as Zakt.

Quick Example:
You have 5,000 in total savings (that you've had for a year): Therefore, you must pay 2.5% of that as your annual Zakt, which comes to 125.

Abu Khadeejah.

Pay online to our UK based registered charity:,",Salafi taklidi,אילון כהן;זיו חסון,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,Salafi taklidi,,,,,,,,,,
twwpe1sgy,"""""MONGOLIA STANDS WITH PERSIA.
As in the 13th century, so in the 21st.
A CIVILIZATION DESERVES FREEDOM. 
""
--------------,38.0",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,
pvu652uz1,"""Firewood of Jahannam, InshaAllah."",",Irrelevant,אריאל כהן;אילון כהן,,,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,,,,,,,,,,
kp8you5wo,"""""Throughout this war, our entire government body has been clear on every step it takes. So, for Jerusalem Post to announce on behalf of The UAE that it has attacked desalination facilities in Iran is flat out wrong. False information. The UAE has the guts to announce its moves, we dont hide in bunkers.""
""
--------------


Raudas redemption arc,",Irrelevant,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,
bhqsuk2lp,"Those Who Deny Allahs Signs |ClickDEEN360  via @YouTube,",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,
d7lkdd845,"""Reminder to fast tomorrow. Iftaar is at 3:55pm

An easy way to get reward. Make the double intention for the Sunnah of its Thursday and white day"",",Irrelevant,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Irrelevant,,,,,,,,,,,,,,
a2jt7qmsu,"""Zio-Emiratism is a tool of 

The reality, as i stated before, is that many of these  funded Emiratis hate Islam and Tawheed

May Allah have mercy on Shaykh Muhammad Ibn Abdulwahhab

He is free from the lies you associate with him"",",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב,,,,,,,Salafi taklidi,,,,
9c4xm1yqy,"""This fucking retard larping as a white Christian is jewish.

This is what jews do, they pretend to be white to spread white, black and Muslim hate only to later separate themselves later by saying oh but Im not white Im jewish."",",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,
8jmvxj532,"""Shirk is not a minor difference

We only unite on Islam

Say, ""O People of the Scripture, come to a word that is equitable between us and you - that we will not worship except Allah and not associate anything with Him and not take one another as lords instead of Allah..."" [3:64]"",",Salafi taklidi,אריאל כהן;אילון כהן,,,,,,,,,,,,,Salafi taklidi,,Salafi taklidi,,,,,,,,,,,,,,,,,,
v3g398wbm,"""One of the most beautiful ways to excuse a friend is to say: perhaps he has an excuse I do not know."",",Irrelevant,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,
9zwm1kc62,"The difference between a Palestinian date and an Israeli date,",Irrelevant,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,
knf0wmy42,""" Muslim woman stabbed in Anti-Muslim Attack in Russia

In Saratov, Russia, 17-year-old pro-Zionist Russian student, Daniil Matasov, carried out a knife attack on a Muslim woman wearing a Hijab. He followed the Muslim woman and launched his attack from behind. He tried to kill her by stabbing and then fled the scene. 

The Muslims are about to be finished. Maybe I'll send you some photos of their bodies.

After the attack, Matasov boasted about his attack on social media and openly declared his actions were motivated by hatred towards Muslims and the fact that the woman was wearing a Hijab .

The authorities arent treating this incident as a terrorist act. The suspect has been arrested and charged with attempted murder."",",Irrelevant,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Irrelevant,,,,,,,,,,,,,,
47muc5p0q,"""""Condoleezza Rice, former U.S. Secretary of State, was seen walking into the White House.

Source: CNN 
""
--------------

Iblis is serious, calls his team to the table,",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,,,,
gjuzlluzs,"""AN EXCITING UPDATE: Biithnillah, a video update will be shared soon of the progress onsite! Our construction team have been working full-time throughout the last few months and now into Ramadan  and the Markaz is taking shape. We need a final 250,000 for the FINAL PHASE. The donations have started to come in already, but we need to keep pushing!

CARD & PAYPAL



BANK TRANSFERS
Bank Name: HSBC
South West London Islamic Society

Sort Code: 40-01-07
Account Number:41771787"",",Salafi taklidi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,
r1qjvd9t8,"""Cheers for sharing it and giving it more publicity guys, couldnt have done it without you!

Anyway if you want to donate, check out the link below,",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,
o8xpmbjfi,"One True God, Not Many|ClickDEEN360  via @YouTube,",Salafi taklidi,אריאל כהן;אילון כהן,,,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,,,,,,,,,,
62t8ley47,"""One advice my grandmother would always give me is to increase my relationship with the book of Allah. 

She passed away last Sunday... And I've never known a loss that stings deeper than that. Pls make du'a for her and our family. Would deeply appreciate it. "",",Irrelevant,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,
20g30beo2,"""WERE OFF! A WALKTHROUGH VIDEO of Markaz Abdullah ibn Mubarak below  the same site, just over 100 days apart. 

The old walls have been taken down, the new walls are going up and soon we will be ready to start fitting out the interior. All that stands between this point and the doors opening to the community is the final amount of 250,000 inshaAllah. Donate now, share with family and friends. Let us work together to establish this centre of Tawheed and Sunnah in South London.

CARD & PAYPAL



BANK TRANSFERS
Bank Name: HSBC
South West London Islamic Society

Sort Code: 40-01-07
Account Number: 4177 1787"",",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,
kyrvrajsv,"""BREAKING! Heartbreaking: A baby tragically died in Gaza due to the severe cold.,12.0",Irrelevant,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Irrelevant,,,,,,,,,,,,,,
2x0lm789g,"False Partners Will Abandon You |ClickDEEN360  via @YouTube,",Salafi taklidi,אילון כהן;זיו חסון,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,,,,
pk7da48iq,"""""Professor John Mearsheimer: From 1971 to 2021, the US murdered 38 million people 
""
--------------

This is mongol scale of devastation 
Yet the mongols would kill you instantly
But these American Satanists will kill you slowly by spreading hunger, diseases, embargos and creating misery over decades 
May Allah take revenge on them like he did with Ad and Thamud and Saddum,",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi jihadi,ח. אחר,,,,,,,Irrelevant,,,,
wpxko938d,"""A believer should strive sincerely in the Last Ten Nights of Ramadn, and ponder over how quickly the month has passedand likewise, his life will pass quicklythen he shall meet his Lord, and have to answer.
Allh said about the loser, He will say, Alas! If only I had sent forth good deeds for my life! So, on that Day, none will punish as He will punish. And none will bind [the wrongdoer] as He will bind. (Al-Fajr: 24-26)
The Prophet () said: Whoever stands in prayer on Laylat al-Qadr with imn and hoping for reward, his previous sins will be forgiven. (Al-Bukhri)
And he () said: There are those in the month of Ramadan in every day and every night whom Allah grants freedom from the Fire  and there is a supplication for every Muslim which will be granted. (Al-Bazzr, Ahmad, Ibn Mjah).
Read this article and share it with your relatives and friends:,",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,
qej7424n9,"""  :        ?   

A thread containing over 90 different sources, exposing the rampant practice of shirk, superstition and irreligiosity within the Muslim world before, during and after the time of Muammad Ibn Abd al-Wahhb.

[1] European explorers
[2] Muslim scholars, historians & travellers
[3] Opponents of Wahhbism
[4] Wahhb testimonies"",",Salafi taklidi,אריאל כהן;אילון כהן,,,,,,,,,,,,,Salafi taklidi,,Salafi taklidi,,,,,,,,,,,,,,,,,,
3zeyodiy6,"#quran  via @YouTube,",Irrelevant,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,
lzi0gscvf,"Question to Imm an-Nawaw: which is better - engaging in J or in knowledge?""

Answer: as long as J is a communal obligation (far kifyah) - then engaging in knowledge is better. And if J becomes an individual obligation (far ayn) - then engaging in J is better.,13.0",Salafi taklidi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,
tzue9h225,"""it is not permissible for a person to become a legal consultant in man-made laws, or to study in such laws in institutions that teach them, or to enter colleges that teach man-made laws and disbelief in Allah, may Allah protect us and you from that, as exists in some countries.
 
You find an ignorant person with no knowledge studying law. First, he should learn the Shariah of Allah and know it well. Whoever learns the Shariah and becomes knowledgeable may refute the falsehood of the Kuffar. But for a person to say he is studying what the Kuffar brought and similar matters, this is misguidance, may Allah protect us and you.

There is nothing in Islam called a college of law in this sense; rather, there are Shariah colleges that teach the Book and the Sunnah. These are the legitimate institutions that teach the law of Allah.

Shaykh Abdullah as Sa'd (may Allah free him) -Explanation of Sunan al-Tirmidhi, Kitab al-Salah,Lesson 73"",",Salafi taklidi,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,,,
evaaflcj0,"""Wallahi an unforgettable journey! From Kuwait to Makkah, it was truly beautiful! and that is the same sentiment anyone who attended has. The many sittings, whether with the people of knowledge or the students of knowledge or just the many brotherly sittings over good food or coffee, the whole occasion was monumental and hugely beneficial for the soul!

It brings to mind the statement of Imm Ibnil Qayyim:

Keeping the company of the righteous transforms you from six states to six others:
1.From doubt to certainty.
2.From showing off (riy) to sincerity.
3.From heedlessness to remembrance (dhikr).
4.From desiring the worldly life to desiring the Hereafter.
5.From arrogance to humility.
6.From bad intention to genuine sincere naah.

(Ighthat al-Lahfn 1/136)

May Allah return us for many more!"",",Salafi taklidi,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,
ivjt7itcn,""" AL MARKAZ AS SALAFI LEICESTERSHIRE FUNDRAISING APPEAL

Help Establish a Salafi Markaz (Centre) & Place of Worship in Leicester! 

 Donation Details at the bottom of the Tweet.

 Our Goal

Alhamdulillah, the Salafi dawah has a long history in the City of Leicester, with lessons and gatherings being held for over two decades. Many people in the community have greatly benefited from these durs & halaqt and the opportunity to study the Quran and Authentic Sunnah upon the understanding of the Sahabah & Salaf (righteous predecessors).

By the permission of Allah, a venue has now been earmarked where a dedicated Salafi Markaz and place of worship can be established.

We are now seeking the support of the community to help us secure and prepare this space so that it can serve as a centre for prayer, learning, and dawah.

 What This Markaz Will Be Used For?

The aim is to establish a simple and beneficial space that will be used for:

 Regular Islamic lessons and Study Circles
 Propagating the Quran and Authentic Sunnah
 Community Gatherings for beneficial knowledge & Tawun upon Birr & Taqwa
 A place where Muslims can learn their Religion correctly
 Working towards Establishing the 5 daily prayers in Congregation

This Markaz will, in sh Allh, serve as a place of worship and learning for the local community.

 Why Your Support Matters?

Establishing a place where people can gather to learn their religion and remember Allah brings ongoing benefit to the community in this life & the next.

The Messenger of Allah  said:
When a person dies, his deeds come to an end except for three: ongoing charity, beneficial knowledge, or a righteous child who supplicates for him. (Sahih Muslim)

Helping establish a hub of ilm (knowledge) & ibdah (worship) can be a form of ongoing charity (Sadaqah Jriyah).

 How You Can Help

If you are able, you can support this effort by:

- Making a donation
- Sharing this fundraiser with others
- Making du that Allah allows this Markaz to be established

 HOW TO DONATE 

 GoFundMe:


 PayPal:


 Bank Transfer:
Name: Clear Guidance Ltd
Sort Code: 40-28-06
Account Number: 45387531

International Transfer
IBAN: GB91HBUK40280645387531
BIC/SWIFT: HBUKGB4B or HBUKGB4BXXX

May Allh reward everyone who supports this effort and place Barakah in it."",",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,
f8is92owv,"""The new angle that pro-iranian people are taking,

Sins happen in the Gulf countries,

Therefore its justified to bomb and kill them,

If you listen to Music etc.

Its justified for Iran to drop a Ballistic Missile on your head.

Allah will never give victory to such a call."",",Irrelevant,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Irrelevant,,,,,,,,,,,,,,
kcqlwezd8,"Nothing Happened...!!!,1.0",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,,,,
7j6vf4l25,"Can someone tell me what Trump said? I dont understand him and I cant stand listening to him for 30 seconds 

Did he admit in Trump manner defeat and will he stop the war or will he double down and continue?,",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,
1c4i2vj2k,"""Islam is the only true religion"",",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,
gvo5j5akb,"""His face is so stereotypical that if an artist drew him, theyd be labeled Antisemitic."",",Irrelevant,אריאל כהן;אילון כהן,,,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,,,,,,,,,,
9pxbblb7o,""" Some of the statement of Scholars on Rafidah

The Rafidah have no connection to Islm - Imm Amad

 Ul as-Sunnah Pg. 82

Whoever curses any of the Sahbah of the Messenger  has no part in Islm - Imm Mlik

as-Sunnah Vol. 2, Pg. 557"",",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Irrelevant,,,,,,
tychrverx,"Worship None Alongside Allah |ClickDEEN360  via @YouTube,",Salafi taklidi,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Salafi taklidi,,,,,,,,,,,,,,
ztdy4h0mw,"""""A new generation of lunatics is coming to the world.

The most disgusting people on earth. 
""
--------------

Looks like the hillybillys from Wrong Turn and the Hills have eyes 
But you know what the worst part about this is? 
These ppl control the established world order,",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,,,,
n6igrdmpr,"""Markaz us-Sunnah URGENT APPEAL:

Markaz us-Sunnah has only 13 days to secure our property or we may lose it and have nowhere to pray, do lessons or Madrasah.

RAISED: 260,000
REMAINING: 740,000

Target: 1M to secure our future BY THE END OF RAMADAN.

*DONATE NOW*

*GoFundMe:*


*Website:*,",Salafi taklidi,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,,,
f8tifev6j,"""WHY DO MUSLIMS FAST? Some of the wisdoms behind fasting and what a Muslim ought to seek through fasting - Shaykh al-Fawzan.,",Salafi taklidi,אריאל כהן;אילון כהן,,,,,,,,,,,,,Salafi taklidi,,Salafi taklidi,,,,,,,,,,,,,,,,,,
nulkth7fl,"""I am not a Saudi nor do I live there, nor do I justify sins or bad stuff that may occur there, happy?

By the way, you literally live in the U.S. and pay taxes to them, which they use to bomb Iran

This isn't a W you think it is

Come on Taqiyatjou, I expected better from you,",Irrelevant,זיו חסון;צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,
mcfj1nacf,"""No terrorist organization ever dropped nuclear bombs on civilians.

Only America did that.

And then had the gall to lecture the world about restraint."",73.0",Irrelevant,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Irrelevant,,,,,,,,,,,,,,
85vixdxdn,"""People who object to Hajj permits & government limitations on who can make Hajj each year...

LOOK at images of the Ka'bah on this day (the 10th of Thul-Hijjah) with your own eyes & put your emotions aside & contemplate objectively what it would mean for this level of crowding to be DOUBLED or TRIPLED, because of no limits or regulations. Consider your parents or grandparents are in the middle of the crowd. 

The harm would be great; deaths & injuries would increase significantly, and you vocal critics of the Muslim leaders would be the first to say, ""WHY AREN'T THEY DOING ANYTHING ABOUT THIS!?""

We ask Allah to aid the Muslim leaders in facilitating Hajj for the Muslims, in safety & good health, and to reward them for their great efforts."",",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,,,,
t99rd4av5,"""Honestly without Islam Id go insane in this world

Because no way could I witness from afar such suffering and wickedness and think to myself after all this evil and bloodshed and suffering and oppression and tyranny, there will be no justice, no day of judgement, no accountability, and no triumph of good over evil 

Is it any wonder why atheists have the highest suicide rates and Muslims have the lowest"",",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,
zqzyqimqi,"Following Ancestors Into Shirk |ClickDEEN360  via @YouTube,",Salafi taklidi,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi jihadi,ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה,,,,,
nazyhphod,"No matter what happens in the world, dont let it stop you from increasing your acts of worship during this blessed Ramadan,",Irrelevant,אריאל כהן;אילון כהן,,,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,,,,,,,,,,
6cppygr4k,"""Please keep our dear sister and her family @Abumusa_TaahirB in your adiyaat. Our sister has been a positive influence and teacher to our youth and diligent in supporting the Salafis.  May Allah grant her a speedy and complete recovery with safety and wellbeing.,",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Skip,זה בטוח סלפים תקלידים שכותבים אבל אין סממן של המחשבה שלהם זה פשוט הודעה לקהילה אז לא יודעת אם רלוונטי לשים סלפי תקלידי או לא,,,,,
mb49426xi,""" Watch this Video: The Impact of Your donations to Al-Ikhlaas Trust Last Year: 2025.

 Watch and Share!

 WORLDWIDE Donation Link: 

 INSIDE PAKISTAN:,",Irrelevant,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Irrelevant,,,,,,,,,,,,,,
iln2k894v,"Live Now at the #SalafiMasjid
 
 Jumuah Khutbah

 By Abu Zayd,",Salafi taklidi,אילון כהן;זיו חסון,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,Salafi taklidi,,,,,,,,,,
7dlirjqcn,"""""American soldier laughing about Iraq: ""There was this girl, like 15 years old. We started pimping her out for like 50 bucks a shot. Made 500 bucks before she hung herself."" 
""
--------------

In times of X and Social Media ppl should be able to identify this man and his current status 
Is he alive?,",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,
6pm3gvcmi,"""The Muslims performed the Prayer for Rain in Saudi Arabia  on Thursday 13th and it rained Saturday 15th. 

Alhamdu lillah. 

May Allah bless the Muslims in Palestine, Sudan and worldwide with safety and ease.,",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,
0qvdwtna3,"""The Prophet  said:      (There is no marriage without the permission of the wal). Sunan Ab Dwd 2805, h (al-Albn).

Ikhwanis: Parent/guardian can be present in a marriage sit-down, but they are requested not to interfere with the sessions.

So the guardian cannot ""interfere"", and as to add to the humiliation, he should pay a fee to ""observe"", whilst his daughter is in a ""rotational setting"" meeting other men. He is the wal, he should be jealous over his ward and not exhibit beta-male energy.

For the people who lazily proclaim: Why do you Salafis busy yourself with refutations?

This is why. We observe nonsense like this daily and out of love for Kitb and Sunnah and love for the truth to be upheld, we speak out. This is the vigilance every Muslim should have in defending the Sunnah and uniting the people upon it.

Porting speed dating concepts into Islamic marriage meet-ups is humiliation and ignorance, adopting the methods of the disbelievers. It reminds us of the narration:

Ab Hurayrah (Allah be pleased with him) narrated that the Prophet () said: The Hour will not be established until my Ummah will take the ways of those generations (nations) that preceded them, following them handspan by handspan, cubit-length by cubit-length. They asked: O Allahs Messengers! Such as the Persians and Romans? He replied: Who else except for them. (al-Bukhr, no. 7319)

We ask Allh for safety."",",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,
q7v3lkss4,"""The more islamic knowledge you gain, the quieter you become. You become less arrogant, more observant and you do not seek people's validation.

Wisdom is silent, arrogance is loud."",58.0",Irrelevant,הודיה עופרי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,Salafi taklidi,,,,,,,,,,,,,,
4manba3ba,"""@MAkhtar59405 @5Pillarsuk There is a rat temple, although it is located in a different state (Rajasthan) within India."",33.0",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,,,,
